descricao,ISO,VERSAO,IDIOMA
Agricultural tractors — Test procedures — Part 1: Power tests for power take-off,ISO 789-1,2018,en
Cycles — Safety requirements for bicycles — Part 9: Saddles and seat-post test methods,ISO 4210-9,2023,en
Graphic technology — Extensible metadata platform (XMP) — Part 2: Description of XMP schemas using RELAX NG,ISO 16684-2,2014,en
Textiles — Determination of dimensional changes of fabrics induced by cold-water immersion,ISO 7771,1985,en
Flexible cellular polymeric materials — Determination of tensile strength and elongation at break,ISO 1798,2008,en
Road vehicles — Liquefied natural gas (LNG) fuel systems — Part 2: Test methods,ISO 19723-2,2018,en
"Wheelchair seating — Part 3: Determination of static, impact, and repetitive load strengths for postural support devices",ISO 16840-3,2022,en
Automatic vehicle and equipment identification — Electronic registration identification (ERI) for vehicles — Part 1: Architecture,ISO 24534-1,2010,en
Earth-moving machinery — Preservation and storage,ISO 6749,1984,en
Fire safety engineering — Requirements governing algebraic formulae — Part 1: General requirements,ISO 24678-1,2019,en
Adhesives — Sampling,ISO 15605,2000,en
Cigarettes — Determination of carbon monoxide in the vapour phase of cigarette smoke — NDIR method,ISO 8454,2007,en
Steel — Determination of content of nonmetallic inclusions — Micrographic method using standard diagrams,ISO 4967,2013,en
Information technology — 8-bit single-byte coded graphic character sets — Part 16: Latin alphabet No. 10,ISO/IEC 8859-16,2001,en
Buildings and civil engineering works — Vocabulary — Part 3: Sustainability terms,ISO 6707-3,2022,en
Clean cookstoves and clean cooking solutions — Field testing methods for cookstoves,ISO 19869,2019,en
Machine tools — Presentation of lubrication instructions,ISO 5169,1977,en
Programming languages — PL/1,ISO 6160,1979,en
Tractors and self-propelled machines for agriculture and forestry — Operator enclosure environment — Part 1: Vocabulary,ISO 14269-1,1997,en
Medical gloves made from natural rubber latex — Determination of water-extractable protein using the modified Lowry method,ISO 12243,2003,en
Essential oil of hyssop (Hyssopus officinalis L. ssp. officinalis),ISO 9841,2013,en
Software and systems engineering — Methods and tools for variability mechanisms in software and systems product line,ISO/IEC 26557,2016,en
Activities relating to drinking water and wastewater services — Guidelines for the management of wastewater utilities and for the assessment of wastewater services,ISO 24511,2007,en
Information technology — Data centres — Key performance indicators — Part 1: Overview and general requirements,ISO/IEC 30134-1,2016,en
Test methods for repair materials for water-leakage cracks in underground concrete structures — Part 5: Test method for watertightness,ISO/TS 16774-5,2017,en
Child-resistant non-reclosable packaging for pharmaceutical products — Requirements and testing,ISO 14375,2018,en
Geometrical Product Specifications (GPS) — Acceptance and reverification tests for coordinate measuring machines (CMM) — Part 6: Estimation of errors in computing Gaussian associated features,ISO 10360-6,2001,en
Keyless type three-jaw drill chucks — Specification,ISO 10888,1999,en
Language resource management — Comprehensive Annotation Framework (ComAF) — Part 3: Diagrammatic semantic authoring (DSA),ISO 24627-3,2021,en
Plastics — Methods for determining the density of non-cellular plastics — Part 3: Gas pyknometer method,ISO 1183-3,1999,en
Space systems — Assessment of survivability of unmanned spacecraft against space debris and meteoroid impacts to ensure successful post-mission disposal,ISO 16126,2014,en
Welding consumables — Procurement of filler materials and fluxes,ISO 14344,2010,en
Textiles — Determination of water absorption time and water absorption capacity of textile fabrics,ISO 20158,2018,en
Dried skimmed milk — Determination of vitamin A content — Part 1: Colorimetric method,ISO 12080-1,2009,en
Systems and software engineering — Lifecycle profiles for Very Small Entities (VSEs) — Part 3-2: Conformity certification scheme,ISO/IEC 29110-3-2,2018,en
Plain bearings — Ring type thrust washers made from strip — Dimensions and tolerances,ISO 6525,2018,en
"Thermal spraying — Zinc, aluminium and their alloys — Part 1: Design considerations and quality requirements for corrosion protection systems",ISO 2063-1,2019,en
Ships and marine technology — Computer applications — General principles for the development and use of programmable electronic systems in marine applications,ISO 17894,2005,en
Dentistry — Physical properties of powered toothbrushes,ISO 20127,2020,en
Paints and varnishes — Determination of settling,ISO 21545,2018,en
Petroleum products — Equivalency of test method determining the same property — Part 1: Atmospheric distillation of petroleum products,ISO/TR 19686-1,2014,en
Information technology — Radio frequency identification for item management — Part 62: Parameters for air interface communications at 860 MHz to 960 MHz Type B,ISO/IEC 18000-62,2012,en
Light-gauge metal containers — Round open-top cans for liquid products with added gas — Classification of can sizes by construction type,ISO/TR 11762,1992,en
Plain bearings — Wrapped bushes — Part 7: Measurement of wall thickness of thin-walled bushes,ISO 3547-7,2020,en
Methods for the calibration of vibration and shock transducers — Part 43: Calibration of accelerometers by model-based parameter identification,ISO 16063-43,2015,en
Measuring methods for building — General principles and procedures for the verification of dimensional compliance,ISO 7077,1981,en
"Rubber, raw natural — Determination of plasticity retention index (PRI)",ISO 2930,2017,en
"Hand-held portable power tools — Test methods for evaluation of vibration emission — Part 2: Wrenches, nutrunners and screwdrivers",ISO 28927-2,2009,en
Implants for surgery — Wear of total intervertebral spinal disc prostheses — Part 2: Nucleus replacements,ISO 18192-2,2010,en
Intelligent transport systems — Framework for cooperative telematics applications for regulated commercial freight vehicles (TARV) — Part 10: Emergency messaging system/eCall,ISO 15638-10,2017,en
Additive manufacturing of metals — Process characteristics and performance — Metal powder bed fusion process to meet critical applications,ISO/ASTM DIS 52904,,en
"Fine ceramics (advanced ceramics, advanced technical ceramics) — Test method for air-purification performance of semiconducting photocatalytic materials under indoor lighting environment — Part 5: Removal of methyl mercaptan",ISO 17168-5,2018,en
Safety of machinery — Guards — General requirements for the design and construction of fixed and movable guards,ISO 14120,2015,en
"Information technology — Programming languages, their environments and system software interfaces — Extensions to the C library — Part 1: Bounds-checking interfaces",ISO/IEC TR 24731-1,2007,en
Zinc alloy ingots intended for castings,ISO 301,2006,en
Earth-moving machinery — Zones of comfort and reach for controls,ISO 6682,1986,en
Information technology — Home electronic systems (HES) architecture — Part 5-101: Intelligent grouping and resource sharing remote AV access profile,ISO/IEC 14543-5-101,2019,en
Information technology — Database languages — SQL — Part 11: Information and definition schemas (SQL/Schemata),ISO/IEC 9075-11,2016,en
Woodworking machines — Safety — Part 9: Circular saw benches (with and without sliding table),ISO/DIS 19085-9,,en
"Water quality — Determination of total cyanide — Method using segmented flow injection, in-line ultraviolet digestion analysis by gas diffusion and amperometric detection",ISO 22066,2020,en
Polyolefin pipes for the conveyance of fluids — Determination of resistance to crack propagation — Test method for slow crack growth on notched pipes,ISO 13479,2022,en
Aerospace — Test methods for polytetrafluoroethylene (PTFE) inner-tube hose assemblies — Part 2: Non-metallic braid,ISO 8829-2,2006,en
"Essential oil of mandarin, Italian type (Citrus reticulata Blanco)",ISO 3528,2012,en
Space systems — Relative motion analysis elements after LV/SC separation,ISO 16679,2015,en
Photography — Camera lenses — Determination of ISO colour contribution index (ISO/CCI),ISO 6728,1983,en
Textiles — Tests for colour fastness — Part E09: Colour fastness to potting,ISO 105-E09,2010,en
Information technology — Automatic identification and data capture techniques — Bar code master test specifications,ISO/IEC 15421,2010,en
Milk — Definition and evaluation of the overall accuracy of alternative methods of milk analysis — Part 3: Protocol for the evaluation and validation of alternative quantitative methods of milk analysis,ISO 8196-3,2022,en
Plastics — Polyols for use in the production of polyurethane — Determination of water content,ISO 14897,2002,en
"Steel and cast iron — Determination of copper — 2,2'-Biquinoline spectrophotometric method",ISO 4946,2016,en
Continuous mechanical handling equipment — Overhead electrical monorail conveyors — Definitions and safety rules,ISO 9851,1990,en
Adhesives for thermoplastic piping systems — Part 1: Determination of film properties,ISO 9311-1,2005,en
Road vehicles — Calibration procedure for displacement devices,ISO/TS 23521,2021,en
Information technology — JPEG 2000 image coding system — Part 16: Encapsulation of JPEG 2000 images into ISO/IEC 23008-12,ISO/IEC 15444-16,2021,en
Pigments and extenders — Methods of dispersion for assessment of dispersion characteristics — Part 4: Dispersion using a bead mill,ISO 8780-4,1990,en
Glass-reinforced thermosetting plastics (GRP) pipes and fittings — Determination of the resistance to chemical attack for the inside of a section in a deflected condition,ISO 10952,2021,en
Geographic information — Classification systems — Part 1: Classification system structure,ISO 19144-1,2009,en
Ships and marine technology — Guidelines for the design and manufacture of the hub cap with fins for a fixed-pitch marine propeller,ISO 23453,2022,en
Paints and varnishes — Determination of stone-chip resistance of coatings — Part 3: Single-impact test with a free-flying impact body,ISO 20567-3,2012,en
Agricultural food products — Determination of crude fibre content — General method,ISO 5498,1981,en
"Microbiology of the food chain — Horizontal method for the detection, enumeration and serotyping of Salmonella — Part 1: Detection of Salmonella spp.",ISO 6579-1,2017,en
Internet of Things (loT) — Reference Architecture,ISO/IEC 30141,2018,en
Intelligent transport systems — Partially Automated In-Lane Driving Systems (PADS) — Performance requirements and test procedures,ISO 21717,2018,en
"Essential oil of thyme [Thymus vulgaris L. and Thymus zygis L.], thymol type",ISO 19817,2017,en
Reaction to fire tests for floorings — Part 1: Determination of the burning behaviour using a radiant heat source,ISO 9239-1,2010,en
Road vehicles — Fuse-links — Part 5: Fuse-links with axial terminals (Strip fuse-links) Types SF 30 and SF 51 and test fixtures,ISO 8820-5,2015,en
Agricultural tractors — Front-mounted equipment — Part 4: Three-point linkage,ISO 8759-4,2018,en
"Medical Electrical Equipment — Part 1-12: General requirements for basic safety and essential performance — Collateral Standard: Requirements for medical electrical equipment and medical electrical systems used in the emergency medical services environment
Appareils électromédicaux — Partie 1-12: Exigences générales pour la sécurité de base et les performances essentielles — Norme collatérale: Exigences pour les appareils électromédicaux et les systèmes électromédicaux utilisés dans l'environnement des soins d'urgence",IEC 60601-1-12,2014,"en,fr"
Financial services — International bank account number (IBAN) — Part 2: Role and responsibilities of the Registration Authority,ISO 13616-2,2020,en
Water quality — Determination of pHt in sea water — Method using the indicator dye m-cresol purple,ISO 18191,2015,en
Turning tools with carbide tips — Designation and marking,ISO 504,1975,en
Information technology — Automatic identification and data capture techniques — GS1 Composite bar code symbology specification,ISO/IEC 24723,2010,en
Control charts — Part 9: Control charts for stationary processes,ISO 7870-9,2020,en
Information technology — Telecommunications and information exchange between systems — WS-Session — Web services for application session services,ISO/IEC 25437,2012,en
Cinematography — Audio records on 70 mm motion-picture release prints with magnetic stripes — Recorded characteristic,ISO 8590,1994,en
Thermal insulation products for building applications — Determination of the pull-off resistance of external thermal insulation composite systems (ETICS) (foam block test),ISO 12968,2010,en
Paints and varnishes — Pendulum damping test,ISO 1522,2022,en
Vitreous and porcelain enamels — Determination of the edge covering on enamelled steel plate to be used in heat exchangers,ISO 28723,2008,en
Traditional Chinese medicine — Test method of single-use acupuncture needles for electrical stimulation,ISO 20487,2019,en
Rubber — Framework for assessing the environmental fate of tyre and road wear particles (TRWP),ISO/TS 22687,2018,en
Translation services — Post-editing of machine translation output — Requirements,ISO 18587,2017,en
Road vehicles — Light alloy wheels — Lateral impact test,ISO 7141,2022,en
Space data and information transfer systems — Mission operations common object model,ISO 20106,2015,en
"Chemical analysis of refractory material glass and glazes — Determination of Fe2+ and Fe3+ by the spectral photometric method with 1,10-phenanthroline",ISO 14719,2011,en
Nuclear fuel technology — Alpha spectrometry — Part 2: Determination of plutonium in uranium and its compounds,ISO 21847-2,2007,en
Paints and varnishes — Corrosion testing by alternate immersion in and removal from a buffered sodium chloride solution,ISO 15710,2002,en
Industrial automation systems and integration — Product data representation and exchange — Part 1: Overview and fundamental principles,ISO/DIS 10303-1,,en
Guidelines for treated wastewater use for irrigation projects — Part 4: Monitoring,ISO 16075-4,2021,en
Geometrical product specifications (GPS) — Dimensional tolerancing — Part 1: Linear sizes,ISO 14405-1,2016,en
Industrial automation systems and integration — Standardized procedures for production systems engineering — Part 1: Overview,ISO/TR 18828-1,2018,en
Textile-glass-reinforced plastics — Sheet moulding compound (SMC) — Basis for a specification,ISO 8605,2001,en
"Information technology — Telecommunications and information exchange between systems — Private Integrated Services Network — Specification, functional model and information flows — Simple dialog supplementary service",ISO/IEC 21407,2001,en
Information technology — Object Management Group Object Constraint Language (OCL),ISO/IEC 19507,2012,en
"PVD multi-layer hard coatings — Composition, structure and properties",ISO 21874,2019,en
Raw goat skins — Part 2: Guidelines for grading on the basis of mass and size,ISO 7482-2,1999,en
Binders for paints and varnishes — Determination of softening point — Part 2: Cup-and-ball method,ISO 4625-2,2004,en
Information technology — Automatic identification and data capture techniques — Direct Part Mark (DPM) Quality Guideline,ISO/IEC 29158,2020,en
Woodworking machines — Safety — Part 13: Multi-blade rip sawing machines with manual loading and/or unloading,ISO/DIS 19085-13,,en
Determination of the resistance to hydrocarbon pool fires of fire protection materials and systems for pressure vessels,ISO 21843,2023,en
In vitro diagnostic medical devices — Measurement of quantities in samples of biological origin — Requirements for certified reference materials and the content of supporting documentation,ISO 15194,2009,en
Industrial automation systems and integration — Product data representation and exchange — Part 108: Integrated application resource: Parameterization and constraints for explicit geometric product models,ISO 10303-108,2005,en
Transfusion equipment for medical use — Part 3: Blood-taking sets for single use,ISO 1135-3,2016,en
Energy management and energy savings — Building energy data management for energy performance — Guidance for a systemic data exchange approach,ISO/TS 50008,2018,en
Textile machinery and accessories — Numbering of heald frames and drop wire bars in a loom,ISO 5243,2004,en
Intelligent transport systems — Cooperative ITS — Part 6: 'Core system' risk assessment methodology,ISO/TR 17427-6,2015,en
Cork bark selected as bottling product — Part 1: Sensory evaluation — Methodology for sensory evaluation by soaking,ISO 22308-1,2021,en
Fresh fruits and vegetables — Arrangement of parallelepipedic packages in land transport vehicles,ISO 6661,1983,en
Plastics piping systems for renovation of underground non-pressure drainage and sewerage networks — Part 3: Lining with close-fit pipes,ISO 11296-3,2018,en
Ergonomics of human-system interaction — Part 960: Framework and guidance for gesture interactions,ISO 9241-960,2017,en
UAS traffic management (UTM) — Part 7: Data model for spatial data,ISO 23629-7,2021,en
Steel wire ropes — Ferrule-secured eye terminations,ISO 8793,1986,en
Laboratory glassware — Pyknometers,ISO 3507,1999,en
Microbeam analysis — Analytical electron microscopy — Method for the determination of interface position in the cross-sectional image of the layered materials,ISO 20263,2017,en
Water meters for cold potable water and hot water — Part 4: Non-metrological requirements not covered in ISO 4064-1,ISO 4064-4,2014,en
Flexible cellular polymeric materials — Determination of hardness (indentation technique),ISO 2439,2008,en
Security and resilience — Community resilience — Guidelines for supporting vulnerable persons in an emergency,ISO 22395,2018,en
Smart community infrastructures — Smart transportation for rapid transit in and between large city zones and their surrounding areas,ISO 37159,2019,en
Nanotechnologies — Electron spin resonance (ESR) as a method for measuring reactive oxygen species (ROS) generated by metal oxide nanomaterials,ISO/TS 18827,2017,en
Geometrical product specifications (GPS) — Wedges — Part 1: Series of angles and slopes,ISO 2538-1,2014,en
Information technology — Small computer system interface (SCSI) — Part 326: Reduced block commands (RBC),ISO/IEC 14776-326,2015,en
Biotechnology — Biobanking — Requirements for human mesenchymal stromal cells derived from umbilical cord tissue,ISO/TS 22859,2022,en
Actions from waves and currents on coastal structures,ISO 21650,2007,en
Polyethylene (PE) pipes — Pressure drop in mechanical pipe-jointing systems — Method of test and requirements,ISO 4059,1978,en
Traditional Chinese Medicine — Inner pack of decoction pieces,ISO/DIS 4904,,en
Continuous mechanical handling equipment — Vertical bucket elevators with calibrated round steel link chains — General characteristics,ISO 5050,1981,en
Nanotechnologies — Vocabulary — Part 1: Core terms,ISO/TS 80004-1,2015,en
Systems and software engineering — Systems and software Quality Requirements and Evaluation (SQuaRE) — Quality measurement framework,ISO/IEC 25020,2019,en
Information technology — MPEG systems technologies — Part 13: Media orchestration,ISO/IEC 23001-13,2019,en
Office furniture — Office chairs — Methods for the determination of dimensions,ISO 24496,2021,en
Indoor air — Part 39: Determination of amines — Analysis of amines by (ultra-) high-performance liquid chromatography coupled to high resolution or tandem mass spectrometry,ISO 16000-39,2019,en
Mining and earth-moving machinery — Rock drill rigs and rock reinforcement rigs — Part 1: Vocabulary,ISO 18758-1,2018,en
Halogenated isobutene-isoprene rubber (BIIR and CIIR) — Evaluation procedures,ISO 7663,2014,en
Thermoplastics piping systems for non-pressure underground drainage and sewerage — Joints for buried non-pressure applications — Test method for the long-term sealing performance of joints with elastomeric seals by estimating the sealing pressure,ISO 13265,2010,en
Shell drills with taper bore (taper bore 1 : 30 (included)) with slot drive,ISO 3314,1975,en
Nuclear fuel technology — Preparation of plutonium sources and determination of 238Pu/239Pu isotope ratio by alpha spectrometry,ISO 11483,2005,en
Graphic technology — Communication of graphic paper properties,ISO 15397,2014,en
Brown coals and lignites — Classification by types on the basis of total moisture content and tar yield,ISO 2950,1974,en
"Surgical instruments — Non-cutting, articulated instruments — General requirements and test methods",ISO 7151,1988,en
"Tools for pressing — Guide bushes — Part 8: Form G, gliding bushes, stepped, type 1",ISO 9448-8,2013,en
Milling cutters — Designation — Shank-type and bore-type milling cutters of solid or tipped design or with indexable cutting edges,ISO 11529,2013,en
Underground installation of flexible glass-reinforced pipes based on unsaturated polyester resin (GRP-UP) — Part 1: Installation procedures,ISO/TS 10465-1,2007,en
Plastics — Determination of viscosity number and limiting viscosity number — Part 6: Methyl methacrylate polymers,ISO 1628-6,1990,en
Information technology — Fibre Channel — Part 141: Fabric Generic Requirements (FC-FG),ISO/IEC 14165-141,2001,en
Manipulating industrial robots — Performance criteria and related test methods,ISO 9283,1998,en
Textiles — Tests for colour fastness — Part Z11: Evaluation of speckiness of colorant dispersions,ISO 105-Z11,1998,en
Rubber compounding ingredients — Natural calcium carbonate — Test methods,ISO 5796,2000,en
Reduction sleeves with 7/24 external and Morse internal taper and incorporated screw,ISO 5415,2007,en
Information technology — Telecommunications and information exchange between systems — proxZzzy for sleeping hosts,ISO/IEC 16317,2011,en
Test conditions for vertical internal type broaching machines — Testing of accuracy,ISO/DIS 6779,,en
Textiles — Quantitative chemical analysis — Part 7: Mixtures of polyamide with certain other fibres (method using formic acid),ISO 1833-7,2017,en
"Systems and software engineering — Framework for categorization of IT systems and software, and guide for applying it",ISO/IEC TR 12182,2015,en
Thermal insulating products for building applications — Determination of tensile strength parallel to faces,ISO 29766,2022,en
Information technology — Open Systems Interconnection — Service definition for the Application Service Object Association Control Service Element,ISO/IEC 15953,1999,en
Information technology — Coding of audio-visual objects — Part 33: Internet video coding,ISO/IEC 14496-33,2019,en
Diamond-like carbon films — Determination of friction and wear characteristics of diamond-like carbon films by ball-on-disc method,ISO 18535,2016,en
Cosmetics — Microbiology — Enumeration and detection of aerobic mesophilic bacteria,ISO 21149,2017,en
Pyrotechnic articles — Pyrotechnic articles for vehicles — Part 8: Requirements and categorization for igniters,ISO 14451-8,2013,en
Safety of machinery — Pressure-sensitive protective devices — Part 1: General principles for design and testing of pressure-sensitive mats and pressure-sensitive floors,ISO 13856-1,2013,en
"Aerospace — Rivets, solid — Material and metric series identification",ISO 10299,2000,en
Rubber — Determination of metal content by atomic absorption spectrometry — Part 2: Determination of lead content,ISO 6101-2,2019,en
Water quality — Detection and enumeration of the spores of sulfite-reducing anaerobes (clostridia) — Part 2: Method by membrane filtration,ISO 6461-2,1986,en
"Electronic data interchange for administration, commerce and transport (EDIFACT) — Application level syntax rules (Syntax version number: 4, Syntax release number: 1) — Part 1: Syntax rules common to all parts",ISO 9735-1,2002,en
Medical devices — Application of risk management to medical devices,ISO 14971,2019,en
Refractory mortars — Part 2: Determination of consistency using the reciprocating flow table method,ISO 13765-2,2004,en
Document management — Electronic document file format for long-term preservation — Part 2: Use of ISO 32000-1 (PDF/A-2),ISO 19005-2,2011,en
Road vehicles — Component test methods for electrical disturbances from narrowband radiated electromagnetic energy — Part 9: Portable transmitters,ISO 11452-9,2021,en
"Fine ceramics (advanced ceramics, advanced technical ceramics) — Measurement of iso-electric point of ceramic powder",ISO 21822,2019,en
Ships and marine technology — Fire resistance of metallic pipe components with resilient and elastomeric seals — Requirements imposed on the test bench,ISO 19922,2005,en
Soil quality — Leaching procedures for subsequent chemical and ecotoxicological testing of soil and soil-like materials — Part 1: Batch test using a liquid to solid ratio of 2 l/kg dry matter,ISO 21268-1,2019,en
Passenger car tyres — Verifying tyre capabilities — Laboratory test methods,ISO 10191,2021,en
Vacuum technology — Standard methods for measuring vacuum-pump performance — Part 6: Cryo vacuum pumps,ISO/DIS 21360-6,,en
"Oil of lime expressed, Persian type (Citrus latifolia Tanaka)",ISO 23954,2009,en
"Lubricants, industrial oils and related products (class L) — Family T (Turbines) — Specification for lubricating oils for turbines",ISO 8068,2006,en
Fans — Air curtain units — Part 1: Laboratory methods of testing for aerodynamic performance rating,ISO 27327-1,2009,en
"Petroleum, petrochemical and natural gas industries — Lubrication, shaft-sealing and control-oil systems and auxiliaries — Part 3: General-purpose oil systems",ISO 10438-3,2007,en
"Rubber, vulcanized or thermoplastic — Determination of adhesion to textile fabrics",ISO 36,2020,en
Test conditions for milling machines with table of variable height — Testing of the accuracy — Part 1: Machines with horizontal spindle,ISO 1701-1,2004,en
Workplace air — Determination of vaporous chlorinated hydrocarbons — Charcoal tube/solvent desorption/gas chromatographic method,ISO 9486,1991,en
Fertilizers — Determination of urea condensates using high-performance liquid chromatography (HPLC) — Isobutylidenediurea and crotonylidenediurea (method A) and methylen-urea oligomers (method B),ISO 25705,2016,en
Nanotechnologies — Antibacterial silver nanoparticles — Specification of characteristics and measurement methods,ISO/TS 20660,2019,en
Surface active agents — Determination of polyethylene glycol content in nonionic ethoxylated surfactants — HPLC method,ISO 16560,2015,en
Road vehicles — Product data exchange between chassis and bodywork manufacturers (BEP) — Part 2: Dimensional bodywork exchange parameters,ISO 21308-2,2020,en
Statistics — Vocabulary and symbols — Part 4: Survey sampling,ISO 3534-4,2014,en
"Rubber, raw and unvulcanized compounded — Determination of plasticity number and recovery number — Parallel-plate method",ISO 7323,2006,en
Gas cylinders — Periodic inspection and testing of welded steel pressure drums — Capacities up to 1 000 l,ISO 23088,2020,en
Ceramic tiles — Grouts and adhesives — Part 4: Test methods for grouts,ISO 13007-4,2013,en
Requirements for bodies providing audit and certification of information security management systems — Part 2: Privacy information management systems,ISO/IEC TS 27006-2,2021,en
Soil quality — Method for testing effects of soil contaminants on the feeding activity of soil dwelling organisms — Bait-lamina test,ISO 18311,2016,en
"Information technology, cybersecurity and privacy protection — Cybersecurity framework development guidelines",ISO/IEC TS 27110,2021,en
Cleanrooms and associated controlled environments — Biocontamination control — Part 1: General principles and methods,ISO 14698-1,2003,en
Thermal performance in the built environment — Determination of air flow rate in building applications by field measuring methods,ISO 16956,2015,en
Dried mint (spearmint) (Mentha spicata Linnaeus syn. Mentha viridis Linnaeus) — Specification,ISO 2256,1984,en
Motorcycles — Brakes and brake systems — Tests and measurement methods,ISO 8710,2010,en
Air quality — Guidelines for estimating measurement uncertainty,ISO 20988,2007,en
Tobacco heating systems — Definitions and standard conditions for aerosol generation and collection — Part 2: Aerosol Heated Tobacco Products (aHTPs),ISO/DIS 5501-2,,en
Safety of machinery — Instruction handbook — General drafting principles,ISO 20607,2019,en
Coating powders — Part 11: Inclined-plane flow test,ISO 8130-11,2019,en
Non-destructive testing — Industrial radiographic films — Part 2: Control of film processing by means of reference values,ISO 11699-2,2018,en
Hot-rolled steel sections — Part 5: Equal-leg angles and unequal-leg angles — Tolerances for metric and inch series,ISO 657-5,1976,en
Paints and varnishes — Determination of the resistance of coatings to pressure water-jetting,ISO 16925,2021,en
Information technology — Conformance testing methodology for biometric data interchange formats defined in ISO/IEC 19794 — Part 8: Finger pattern skeletal data,ISO/IEC 29109-8,2011,en
Blockchain and distributed ledger technologies — Vocabulary,ISO 22739,2020,en
Multilayer piping systems for hot and cold water installations inside buildings — Part 5: Fitness for purpose of the system,ISO 21003-5,2008,en
Marine technology — Marine environment impact assessment (MEIA) — General technical requirements,ISO 23730,2022,en
Aluminium ores — Experimental determination of the heterogeneity of distribution of a lot,ISO 6139,1993,en
Cosmetics — Sun protection test methods — In vivo determination of the sun protection factor (SPF),ISO 24444,2019,en
Fire extinguishing media — Foam concentrates — Part 4: Specification for Class A foam concentrates for application on Class A fires,ISO 7203-4,2022,en
"Building construction — Jointing products — Determination of adhesion/cohesion properties of sealants after exposure to heat, water and artificial light through glass",ISO 11431,2002,en
Technical guidelines for the evaluation of energy savings of thermal power plants,ISO 50045,2019,en
Rubber compounding ingredients — Carbon black — Determination of loss on heating,ISO 1126,2015,en
Rolling bearings — Profiled rail guides for linear motion rolling bearings — Part 2: Boundary dimensions and tolerances for series 4 and 5,ISO 12090-2,2011,en
Guidelines for assessing the adverse impact of wildland fires on the environment and to people through environmental exposure,ISO/TS 19677,2019,en
Information technology — Metadata registries (MDR) — Part 35: Metamodel for model registration,ISO/IEC 11179-35,2023,en
Steel — Determination of aluminium content — Flame atomic absorption spectrometric method,ISO 9658,1990,en
Cranes — Tolerances for wheels and travel and traversing tracks — Part 1: General,ISO 12488-1,2012,en
Plastics — Methods for marine exposure,ISO 15314,2018,en
Cork stoppers — Determination of oxidizing residues — Iodometric titration method,ISO 21128,2006,en
Heat-resisting equipment wires for aircraft,ISO 2032,1973,en
Protective clothing for firefighters — Physiological impact — Part 2: Determination of physiological heat load caused by protective clothing worn by firefighters,ISO 18640-2,2018,en
Mechanical vibration and shock — Measurement of vibration power flow from machines into connected support structures — Part 2: Indirect method,ISO 18312-2,2012,en
Petroleum and related products — Preparation of a test portion of high-boiling liquids for the determination of water content — Nitrogen purge method,ISO 20764,2003,en
Plain bearings — Hydrodynamic plain tilting pad thrust bearings under steady-state conditions — Part 3: Guide values for the calculation of tilting pad thrust bearings,ISO 12130-3,2020,en
Hard coal — Froth flotation testing — Part 1: Laboratory procedure,ISO 8858-1,2019,en
Methods for the petrographic analysis of coals — Part 5: Method of determining microscopically the reflectance of vitrinite,ISO 7404-5,2009,en
Metallic materials — Instrumented indentation test for hardness and materials parameters — Part 5: Linear elastic dynamic instrumented indentation testing (DIIT),ISO 14577-5,2022,en
"Rolling bearings — Needle rollers — Boundary dimensions, geometrical product specifications (GPS) and tolerance values",ISO 3096,2018,en
Petroleum products — Determination of water — Potentiometric Karl Fischer titration method,ISO 6296,2000,en
Corrosion of metals and alloys — Corrosion in artificial atmosphere — Accelerated corrosion test involving exposure under controlled conditions of humidity cycling and intermittent spraying of a salt solution,ISO 16701,2015,en
Water quality — Iron-55 — Test method using liquid scintillation counting,ISO 22515,2021,en
Statistical analysis for evaluating the precision of binary measurement methods and their results,ISO/TR 27877,2021,en
Hygrothermal performance of buildings — Calculation and presentation of climatic data — Part 2: Hourly data for design cooling load,ISO 15927-2,2009,en
Health informatics — Medical waveform format — Part 5: Neurophysiological signals,ISO/TS 22077-5,2021,en
Information technology — Multimedia application format (MPEG-A) — Part 4: Musical slide show application format,ISO/IEC 23000-4,2009,en
Information technology — Process assessment — An integrated process capability assessment model for Enterprise processes,ISO/IEC 33071,2016,en
Hot-rolled steel sheet of structural quality,ISO 4995,2014,en
Non-destructive testing — Robotic ultrasonic test systems — General requirements,ISO 24647,2023,en
"Soil quality — Sampling — Part 206: Collection, handling and storage of soil under aerobic conditions for the assessment of microbiological processes, biomass and diversity in the laboratory",ISO 18400-206,2018,en
Imaging materials and prints — Abrasion resistance — Part 2: Rub testing of photographic prints,ISO 18947-2,2021,en
Radiological protection — Format of input data for the statistical description of dose records of individuals monitored for occupational exposure to ionizing radiation,ISO/DIS 24426,,en
Photocarcinogenesis action spectrum (non-melanoma skin cancers),ISO/CIE 28077,2016,en
Information technology — Open Systems Interconnection — Reliable Transfer: Protocol Implementation Conformance Statement (PICS) proforma — Part 3,ISO/IEC 9066-3,1996,en
Snowboard-boots — Interface with snowboard bindings,ISO 11634,1996,en
Machine tools — Connecting dimensions of spindle noses and work holding chucks — Part 1: Conical connection,ISO 702-1,2009,en
Geometrical product specifications (GPS) — Dimensional and geometrical tolerances for moulded parts — Part 4: General tolerances for castings using profile tolerancing in a general datum system,ISO 8062-4,2017,en
Solid fertilizers and soil conditioners — Test sieving,ISO 8397,1988,en
Geographic information — Reference model — Part 1: Fundamentals,ISO 19101-1,2014,en
Earth-moving machinery and rough-terrain variable-reach trucks — Design requirements for machines intended to be driven on road,ISO 17253,2014,en
